Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Engine_volume,Turbo,Run,bins_airbags,bins_mileage
11917,1132,TOYOTA,Prius,2006,Sedan,No,Petrol,160000 km,4.0,Automatic,Front,4,Left wheel,Red,12,(1-2],No,160000.0,(8-12],(100.000-200.000]
12858,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,61861 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(2-3],No,61861.0,[0-4],[0-100.000]
24628,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,47676 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(2-3],No,47676.0,[0-4],[0-100.000]
15994,1172,MERCEDES-BENZ,E 350,2011,Coupe,Yes,Diesel,170429 km,6.0,Automatic,Rear,2,Left wheel,Silver,12,(3-4],No,170429.0,(8-12],(100.000-200.000]
2901,503,HONDA,other,2012,Sedan,Yes,Hybrid,146403 km,4.0,Automatic,Front,4,Left wheel,White,0,(1-2],No,146403.0,[0-4],(100.000-200.000]
18503,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,150000 km,4.0,Tiptronic,Front,4,Left wheel,Black,12,(2-3],No,150000.0,(8-12],(100.000-200.000]
21395,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,144918 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,144918.0,[0-4],(100.000-200.000]
12544,0,NISSAN,other,<2006,Jeep,Yes,Petrol,180000 km,4.0,Automatic,4x4,4,Left wheel,Black,2,(1-2],No,180000.0,[0-4],(100.000-200.000]
3700,0,NISSAN,other,<2006,Minivan,Yes,CNG,241000 km,4.0,Automatic,Front,4,Right-hand drive,White,2,(1-2],No,241000.0,[0-4],(200.000-300.000]
17249,0,HYUNDAI,Elantra,2013,Sedan,No,Petrol,60000 km,4.0,Automatic,Front,4,Left wheel,other,6,(1-2],No,60000.0,(4-8],[0-100.000]
29216,639,CHEVROLET,other,2014,Jeep,Yes,Diesel,78083 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,78083.0,[0-4],[0-100.000]
3763,629,NISSAN,other,2015,Jeep,Yes,Petrol,88475 km,4.0,Automatic,4x4,4,Left wheel,White,0,(1-2],No,88475.0,[0-4],[0-100.000]
16590,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,42415 km,4.0,Automatic,Front,4,Left wheel,White,4,(2-3],No,42415.0,[0-4],[0-100.000]
21000,810,VOLKSWAGEN,other,2016,Sedan,Yes,Petrol,45707 km,4.0,Manual,Front,4,Left wheel,Grey,6,(1-2],Yes,45707.0,(4-8],[0-100.000]
1725,584,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,107155 km,4.0,Automatic,Front,4,Left wheel,Black,12,(1-2],No,107155.0,(8-12],(100.000-200.000]
627,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,318285 km,6.0,Automatic,4x4,4,Left wheel,Black,12,(3-4],No,318285.0,(8-12],(300.000-400.000]
25089,586,MERCEDES-BENZ,other,2012,Sedan,Yes,Petrol,109000 km,4.0,Automatic,Rear,4,Left wheel,Red,12,(1-2],Yes,109000.0,(8-12],(100.000-200.000]
157,531,NISSAN,other,2012,Jeep,Yes,Petrol,190454 km,4.0,Automatic,4x4,4,Left wheel,Black,0,(1-2],No,190454.0,[0-4],(100.000-200.000]
30891,697,HONDA,other,2015,Sedan,Yes,Petrol,100658 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,100658.0,[0-4],(100.000-200.000]
16935,645,LEXUS,other,2011,Sedan,Yes,Hybrid,158000 km,4.0,Tiptronic,Front,4,Left wheel,Grey,8,(1-2],No,158000.0,(4-8],(100.000-200.000]
7840,0,other,other,<2006,Jeep,No,Petrol,95000 km,4.0,Manual,4x4,4,Left wheel,Blue,4,(1-2],No,95000.0,[0-4],[0-100.000]
18817,640,FORD,other,2013,Sedan,Yes,Petrol,87579 km,4.0,Automatic,Front,4,Left wheel,Black,0,(1-2],No,87579.0,[0-4],[0-100.000]
21953,0,MERCEDES-BENZ,other,<2006,Jeep,Yes,Diesel,249000 km,5.0,Automatic,4x4,4,Left wheel,Blue,0,(2-3],Yes,249000.0,[0-4],(200.000-300.000]
21326,638,KIA,other,2014,Sedan,Yes,Petrol,33670 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,33670.0,[0-4],[0-100.000]
862,831,TOYOTA,Camry,2011,Sedan,Yes,Hybrid,635402 km,4.0,Automatic,Front,4,Left wheel,White,12,(2-3],No,600000.0,(8-12],(500.000-600.000]
8500,1032,NISSAN,other,2012,Hatchback,No,Petrol,92000 km,3.0,Variator,Front,4,Right-hand drive,other,2,(1-2],Yes,92000.0,[0-4],[0-100.000]
8467,0,other,other,<2006,Jeep,No,Petrol,196500 km,4.0,Automatic,4x4,4,Left wheel,White,2,(1-2],No,196500.0,[0-4],(100.000-200.000]
2430,1598,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,175614 km,6.0,Automatic,Rear,4,Left wheel,Black,12,(2-3],No,175614.0,(8-12],(100.000-200.000]
37984,730,SSANGYONG,other,2016,Jeep,Yes,Diesel,91060 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,91060.0,[0-4],[0-100.000]
81539,1935,LEXUS,other,2016,Jeep,Yes,Petrol,155976 km,8.0,Automatic,4x4,4,Left wheel,White,0,(4-5],No,155976.0,[0-4],(100.000-200.000]
7213,0,other,other,<2006,Jeep,Yes,Petrol,260000 km,6.0,Automatic,4x4,5,Left wheel,Green,10,(4-5],No,260000.0,(8-12],(200.000-300.000]
46728,2151,LEXUS,other,2009,Jeep,Yes,Petrol,226000 km,8.0,Automatic,4x4,4,Left wheel,Silver,10,(4-5],No,226000.0,(8-12],(200.000-300.000]
9700,0,MERCEDES-BENZ,other,<2006,other,Yes,Petrol,200000 km,4.0,Manual,Rear,2,Left wheel,Black,4,(1-2],No,200000.0,[0-4],(100.000-200.000]
3763,1855,TOYOTA,other,2011,Jeep,Yes,Petrol,223578 km,8.0,Automatic,4x4,4,Left wheel,Silver,12,,No,223578.0,(8-12],(200.000-300.000]
54568,1363,LEXUS,other,2012,Jeep,Yes,Petrol,255406 km,8.0,Automatic,4x4,4,Left wheel,Black,0,(4-5],No,255406.0,[0-4],(200.000-300.000]
62722,777,MERCEDES-BENZ,other,2014,Jeep,No,Diesel,65000 km,4.0,Tiptronic,4x4,4,Left wheel,Black,6,(2-3],Yes,65000.0,(4-8],[0-100.000]
251,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,351954 km,4.0,Automatic,Front,4,Left wheel,Silver,12,(1-2],No,351954.0,(8-12],(300.000-400.000]
94,1172,LEXUS,other,2011,Jeep,Yes,Petrol,0 km,6.0,Automatic,4x4,4,Left wheel,Black,12,(3-4],No,130000.0,(8-12],(100.000-200.000]
549,1058,TOYOTA,other,2012,Jeep,Yes,Hybrid,0 km,6.0,Automatic,4x4,4,Left wheel,Grey,12,(3-4],No,130000.0,(8-12],(100.000-200.000]
706,1399,LEXUS,other,2010,Jeep,Yes,Petrol,172659 km,6.0,Automatic,4x4,4,Left wheel,White,12,(3-4],No,172659.0,(8-12],(100.000-200.000]
6272,0,other,other,2006,Sedan,No,Petrol,462673 km,4.0,Manual,Front,4,Left wheel,White,2,(1-2],No,462673.0,[0-4],(400.000-500.000]
1568,2018,TOYOTA,other,2015,Jeep,Yes,Petrol,128000 km,8.0,Automatic,4x4,4,Left wheel,White,12,,No,128000.0,(8-12],(100.000-200.000]
7527,1272,other,other,2006,other,No,Diesel,250000 km,4.0,Manual,Front,4,Left wheel,Silver,2,(1-2],Yes,250000.0,[0-4],(200.000-300.000]
15053,0,other,other,2010,Hatchback,No,Petrol,83000 km,4.0,Automatic,Front,5,Left wheel,other,6,(1-2],No,83000.0,(4-8],[0-100.000]
784,639,other,other,2014,Jeep,Yes,Petrol,70139 km,4.0,Automatic,4x4,4,Left wheel,other,12,(1-2],No,70139.0,(8-12],[0-100.000]
12544,584,HYUNDAI,Elantra,2014,Sedan,No,Diesel,105000 km,4.0,Tiptronic,Front,4,Left wheel,Silver,6,(1-2],No,105000.0,(4-8],(100.000-200.000]
10663,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,306922 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,306922.0,[0-4],(300.000-400.000]
54186,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,89089 km,4.0,Automatic,Front,4,Left wheel,Black,4,(1-2],No,89089.0,[0-4],[0-100.000]
4391,0,VOLKSWAGEN,other,<2006,Sedan,No,CNG,260000 km,4.0,Manual,Front,4,Left wheel,Silver,4,(1-2],No,260000.0,[0-4],(200.000-300.000]
13799,1246,other,other,2008,Jeep,Yes,Hybrid,260800 km,4.0,Variator,Front,4,Left wheel,White,10,(2-3],No,260800.0,(8-12],(200.000-300.000]
17876,2500,MERCEDES-BENZ,other,<2006,Coupe,Yes,CNG,12400 km,8.0,Tiptronic,Rear,2,Left wheel,Silver,6,(4-5],No,12400.0,(4-8],[0-100.000]
314,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,225510 km,4.0,Automatic,Front,4,Left wheel,White,12,(2-3],No,225510.0,(8-12],(200.000-300.000]
7840,0,other,other,<2006,Jeep,No,CNG,160000 km,4.0,Automatic,Rear,4,Left wheel,Silver,2,(1-2],No,160000.0,[0-4],(100.000-200.000]
3763,832,TOYOTA,other,2014,Jeep,Yes,Petrol,64994 km,4.0,Automatic,Rear,4,Left wheel,Grey,12,(2-3],No,64994.0,(8-12],[0-100.000]
12388,919,BMW,X5,2012,Jeep,Yes,Diesel,420794 km,6.0,Automatic,4x4,4,Left wheel,Black,12,(2-3],No,420794.0,(8-12],(400.000-500.000]
40,0,TOYOTA,Prius,2008,Sedan,Yes,Hybrid,130000 km,6.0,Automatic,Front,4,Left wheel,Black,6,(1-2],No,130000.0,(4-8],(100.000-200.000]
34497,353,LEXUS,other,2015,Hatchback,Yes,Hybrid,54400 km,4.0,Automatic,Front,4,Left wheel,Black,16,(1-2],No,54400.0,(12-16],[0-100.000]
10663,730,NISSAN,other,2016,Sedan,No,Petrol,90535 km,4.0,Automatic,Front,4,Left wheel,Blue,6,(1-2],No,90535.0,(4-8],[0-100.000]
23991,831,FORD,other,2018,Sedan,No,Petrol,10457 km,4.0,Automatic,Front,4,Left wheel,other,8,(1-2],Yes,10457.0,(4-8],[0-100.000]
17562,0,FORD,other,2010,Sedan,Yes,Hybrid,75000 km,4.0,Automatic,Front,4,Left wheel,Black,0,(2-3],No,75000.0,[0-4],[0-100.000]
6899,0,other,other,<2006,other,No,Petrol,234758 km,4.0,Manual,Front,4,Left wheel,Blue,2,(1-2],No,234758.0,[0-4],(200.000-300.000]
50,0,HONDA,other,2011,Sedan,No,Hybrid,95000 km,4.0,Automatic,Front,4,Left wheel,other,0,(1-2],No,95000.0,[0-4],[0-100.000]
16894,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,175237 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,175237.0,[0-4],(100.000-200.000]
2100,0,VOLKSWAGEN,other,<2006,Sedan,No,Petrol,100000 km,4.0,Manual,Front,4,Left wheel,Green,0,(1-2],No,100000.0,[0-4],[0-100.000]
392,831,HYUNDAI,Sonata,2011,Sedan,Yes,Hybrid,0 km,4.0,Automatic,Front,4,Left wheel,Silver,0,(2-3],No,130000.0,[0-4],(100.000-200.000]
20382,0,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,200000 km,4.0,Automatic,Front,4,Left wheel,Silver,8,(1-2],No,200000.0,(4-8],(100.000-200.000]
16621,891,HYUNDAI,other,2016,Sedan,No,Petrol,65271 km,4.0,Automatic,Front,4,Left wheel,Silver,8,(1-2],No,65271.0,(4-8],[0-100.000]
13172,742,other,other,2008,Hatchback,No,Diesel,189000 km,4.0,Manual,Front,4,Left wheel,Silver,0,(1-2],No,189000.0,[0-4],(100.000-200.000]
10349,1267,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,142000 km,4.0,Automatic,Front,4,Right-hand drive,Red,10,(1-2],No,142000.0,(8-12],(100.000-200.000]
18503,642,VOLKSWAGEN,other,2012,Sedan,Yes,Diesel,116000 km,4.0,Tiptronic,Front,4,Left wheel,Silver,8,(1-2],Yes,116000.0,(4-8],(100.000-200.000]
11917,0,FORD,other,<2006,Universal,No,Diesel,254000 km,4.0,Manual,Rear,2,Right-hand drive,White,0,(2-3],No,254000.0,[0-4],(200.000-300.000]
392,690,LEXUS,other,2016,Jeep,Yes,Hybrid,27038 km,6.0,Automatic,4x4,4,Left wheel,White,12,(3-4],No,27038.0,(8-12],[0-100.000]
19121,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,134957 km,4.0,Automatic,Front,4,Left wheel,Black,4,(1-2],No,134957.0,[0-4],(100.000-200.000]
13172,0,MERCEDES-BENZ,other,2009,Hatchback,Yes,Diesel,151000 km,4.0,Tiptronic,Front,4,Left wheel,other,8,(1-2],Yes,151000.0,(4-8],(100.000-200.000]
549,891,other,other,2016,Sedan,Yes,Petrol,97826 km,4.0,Automatic,4x4,4,Left wheel,Grey,0,(1-2],No,97826.0,[0-4],[0-100.000]
18817,0,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,100000 km,4.0,Tiptronic,Front,4,Left wheel,Black,16,(1-2],No,100000.0,(12-16],[0-100.000]
34111,765,HYUNDAI,Tucson,2015,Jeep,Yes,Diesel,100492 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,100492.0,[0-4],(100.000-200.000]
11604,1195,FORD,other,2008,Microbus,No,Diesel,89775 km,4.0,Manual,Front,2,Left wheel,Red,2,(2-3],Yes,89775.0,[0-4],[0-100.000]
15681,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,190000 km,4.0,Automatic,Front,4,Left wheel,Grey,8,(1-2],No,190000.0,(4-8],(100.000-200.000]
43134,831,SSANGYONG,other,2017,Jeep,Yes,Diesel,60660 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,60660.0,[0-4],[0-100.000]
14269,1324,TOYOTA,other,2010,Jeep,Yes,Hybrid,300366 km,6.0,Automatic,4x4,4,Left wheel,Blue,12,(3-4],No,300366.0,(8-12],(300.000-400.000]
10036,0,MERCEDES-BENZ,other,<2006,Minivan,No,Petrol,185000 km,4.0,Manual,Front,4,Left wheel,Green,2,(2-3],No,185000.0,[0-4],(100.000-200.000]
10036,0,TOYOTA,Prius,2008,Hatchback,No,Hybrid,222061 km,4.0,Automatic,Front,4,Left wheel,Red,4,(1-2],No,222061.0,[0-4],(200.000-300.000]
17942,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,145000 km,4.0,Automatic,Front,4,Left wheel,Grey,4,(1-2],No,145000.0,[0-4],(100.000-200.000]
1646,1750,TOYOTA,other,2008,Jeep,Yes,Hybrid,269162 km,6.0,Automatic,4x4,4,Left wheel,Silver,12,(3-4],No,269162.0,(8-12],(200.000-300.000]
8154,1750,LEXUS,other,2008,Jeep,Yes,Hybrid,224629 km,6.0,Automatic,4x4,4,Left wheel,Silver,12,(3-4],No,224629.0,(8-12],(200.000-300.000]
20372,691,HONDA,FIT,2017,Hatchback,Yes,Petrol,100940 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,100940.0,[0-4],(100.000-200.000]
4234,586,CHEVROLET,Cruze,2012,Sedan,Yes,Petrol,114776 km,4.0,Automatic,Front,4,Left wheel,Black,12,(1-2],No,114776.0,(8-12],(100.000-200.000]
60345,891,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,38804 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,38804.0,[0-4],[0-100.000]
370,0,TOYOTA,other,2018,Jeep,Yes,Petrol,15000 km,8.0,Automatic,4x4,4,Left wheel,Black,12,(3-4],No,15000.0,(8-12],[0-100.000]
157,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,169301 km,4.0,Automatic,Front,4,Left wheel,White,12,(1-2],No,169301.0,(8-12],(100.000-200.000]
20385,0,TOYOTA,other,2013,Hatchback,Yes,LPG,107000 km,4.0,Variator,Front,4,Left wheel,White,9,(1-2],No,107000.0,(8-12],(100.000-200.000]
18503,697,HYUNDAI,Elantra,2015,Sedan,No,Petrol,77000 km,4.0,Tiptronic,Front,4,Left wheel,White,16,(1-2],No,77000.0,(12-16],[0-100.000]
30577,1307,CHEVROLET,other,2015,Sedan,No,Petrol,93081 km,2.0,Automatic,Front,2,Left wheel,Black,0,(3-4],No,93081.0,[0-4],[0-100.000]
10976,0,other,other,<2006,Jeep,No,Petrol,97500 km,4.0,Automatic,4x4,4,Left wheel,Black,2,(1-2],No,97500.0,[0-4],[0-100.000]
15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,295509 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,295509.0,[0-4],(200.000-300.000]
7840,0,HONDA,FIT,2006,Hatchback,Yes,Petrol,157000 km,4.0,Automatic,Front,4,Right-hand drive,Blue,2,(1-2],No,157000.0,[0-4],(100.000-200.000]
9408,584,HYUNDAI,Elantra,2014,Sedan,No,Petrol,102000 km,4.0,Automatic,Front,4,Left wheel,Blue,12,(1-2],No,102000.0,(8-12],(100.000-200.000]
7222,836,HYUNDAI,Sonata,2010,Sedan,Yes,LPG,112484 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,112484.0,[0-4],(100.000-200.000]
39201,0,HYUNDAI,other,2018,Jeep,Yes,Petrol,12000 km,4.0,Automatic,4x4,4,Left wheel,Green,12,(2-3],No,12000.0,(8-12],[0-100.000]
862,502,HONDA,FIT,2013,Hatchback,Yes,Petrol,118232 km,4.0,Automatic,Front,4,Left wheel,Silver,12,(1-2],No,118232.0,(8-12],(100.000-200.000]
12544,0,TOYOTA,Prius,2008,Sedan,No,Hybrid,156000 km,4.0,Automatic,Front,4,Left wheel,Silver,6,(1-2],No,156000.0,(4-8],(100.000-200.000]
862,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,0 km,4.0,Automatic,Front,4,Left wheel,Black,12,(2-3],No,130000.0,(8-12],(100.000-200.000]
10976,2500,CHEVROLET,other,2018,Sedan,Yes,Petrol,0 km,8.0,Automatic,Front,4,Left wheel,Blue,12,,No,130000.0,(8-12],(100.000-200.000]
33500,0,BMW,other,2012,Sedan,Yes,Petrol,50000 km,8.0,Tiptronic,Rear,4,Left wheel,other,10,(4-5],No,50000.0,(8-12],[0-100.000]
3607,0,other,other,<2006,Hatchback,No,Petrol,220000 km,4.0,Manual,Front,4,Left wheel,White,2,(1-2],No,220000.0,[0-4],(200.000-300.000]
314,586,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,418667 km,4.0,Automatic,Front,4,Left wheel,White,12,(1-2],No,418667.0,(8-12],(400.000-500.000]
11290,746,TOYOTA,Prius,2009,Hatchback,No,Hybrid,124839 km,4.0,Automatic,Front,4,Left wheel,Blue,6,(1-2],No,124839.0,(4-8],(100.000-200.000]
38822,345,TOYOTA,Aqua,2016,Universal,Yes,Hybrid,34465 km,4.0,Automatic,Front,4,Left wheel,Black,4,(1-2],No,34465.0,[0-4],[0-100.000]
1019,645,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,246480 km,4.0,Automatic,Front,4,Left wheel,Grey,12,(1-2],No,246480.0,(8-12],(200.000-300.000]
103491,0,other,other,2013,Jeep,Yes,Diesel,89161 km,6.0,Tiptronic,4x4,4,Left wheel,Black,12,(2-3],Yes,89161.0,(8-12],[0-100.000]
10976,0,TOYOTA,Prius,<2006,Sedan,No,Hybrid,999999 km,6.0,Automatic,Front,4,Left wheel,White,5,(1-2],No,600000.0,(4-8],(500.000-600.000]
35043,640,SSANGYONG,other,2013,Jeep,Yes,Diesel,110190 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,110190.0,[0-4],(100.000-200.000]
706,765,other,other,2015,Jeep,Yes,Petrol,70829 km,4.0,Automatic,4x4,4,Left wheel,Black,12,(1-2],No,70829.0,(8-12],[0-100.000]
3293,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,214098 km,4.0,Automatic,Front,4,Left wheel,Silver,0,(2-3],No,214098.0,[0-4],(200.000-300.000]
25591,530,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,80819 km,4.0,Automatic,Front,4,Left wheel,Black,4,(1-2],No,80819.0,[0-4],[0-100.000]
17562,528,HYUNDAI,other,2014,Sedan,Yes,Petrol,153600 km,4.0,Automatic,Front,4,Left wheel,other,8,(1-2],No,153600.0,(4-8],(100.000-200.000]
35403,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,90000 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(2-3],No,90000.0,[0-4],[0-100.000]
11290,843,TOYOTA,Prius,2008,Hatchback,No,Hybrid,135000 km,4.0,Automatic,Front,4,Left wheel,Red,12,(1-2],No,135000.0,(8-12],(100.000-200.000]
25744,642,CHEVROLET,other,2012,Jeep,Yes,Diesel,341928 km,4.0,Automatic,Front,4,Left wheel,Black,4,(1-2],No,341928.0,[0-4],(300.000-400.000]
9408,0,KIA,other,<2006,Hatchback,No,Petrol,218000 km,4.0,Manual,Front,4,Left wheel,Black,4,(1-2],No,218000.0,[0-4],(200.000-300.000]
19444,0,KIA,other,2013,Sedan,No,Hybrid,112000 km,4.0,Tiptronic,Front,4,Left wheel,other,8,(2-3],No,112000.0,(4-8],(100.000-200.000]
43000,0,other,other,2011,Jeep,Yes,Diesel,190000 km,6.0,Tiptronic,4x4,4,Left wheel,Grey,12,(2-3],No,190000.0,(8-12],(100.000-200.000]
40,0,HONDA,FIT,<2006,Hatchback,No,Petrol,170000 km,5.0,Automatic,Front,5,Right-hand drive,Grey,0,(1-2],No,170000.0,[0-4],(100.000-200.000]
941,1356,LEXUS,other,2014,Jeep,Yes,Petrol,200402 km,8.0,Automatic,4x4,4,Left wheel,Silver,0,(4-5],No,200402.0,[0-4],(200.000-300.000]
8938,1268,TOYOTA,Aqua,2012,Sedan,No,Hybrid,88000 km,4.0,Automatic,Front,4,Right-hand drive,Silver,2,(1-2],No,88000.0,[0-4],[0-100.000]
12858,1363,LEXUS,other,2012,Jeep,Yes,Petrol,255406 km,8.0,Automatic,4x4,4,Left wheel,Black,0,(4-5],No,255406.0,[0-4],(200.000-300.000]
17562,1356,LEXUS,other,2014,Jeep,Yes,Petrol,146218 km,8.0,Automatic,4x4,4,Left wheel,Black,0,(4-5],No,146218.0,[0-4],(100.000-200.000]
4234,584,HONDA,other,2014,Sedan,Yes,Petrol,111149 km,4.0,Automatic,Front,4,Left wheel,other,12,(1-2],No,111149.0,(8-12],(100.000-200.000]
28830,707,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,104958 km,4.0,Automatic,Front,4,Left wheel,Black,4,(1-2],No,104958.0,[0-4],(100.000-200.000]
35269,934,HYUNDAI,H1,2015,Universal,Yes,Diesel,127027 km,4.0,Automatic,Front,4,Left wheel,White,4,(2-3],No,127027.0,[0-4],(100.000-200.000]
3136,1694,NISSAN,other,2016,Sedan,Yes,Petrol,105427 km,6.0,Automatic,Front,4,Left wheel,other,12,(3-4],No,105427.0,(8-12],(100.000-200.000]
15524,1195,FORD,other,2008,Microbus,No,Diesel,107000 km,4.0,Manual,Front,4,Left wheel,other,4,(2-3],Yes,107000.0,[0-4],(100.000-200.000]
13956,603,LEXUS,other,2015,Jeep,Yes,Hybrid,143619 km,6.0,Automatic,4x4,4,Left wheel,Black,12,(3-4],No,143619.0,(8-12],(100.000-200.000]
34497,0,KIA,other,2017,Sedan,Yes,Petrol,30000 km,4.0,Tiptronic,Front,4,Left wheel,White,0,(2-3],No,30000.0,[0-4],[0-100.000]
15994,1017,HYUNDAI,Elantra,2017,Sedan,No,Petrol,70795 km,4.0,Automatic,Front,4,Left wheel,White,12,(1-2],No,70795.0,(8-12],[0-100.000]
13658,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,115783 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,115783.0,[0-4],(100.000-200.000]
17249,2500,BMW,X5,<2006,Jeep,Yes,Petrol,58000 km,8.0,Tiptronic,4x4,4,Left wheel,Blue,8,(4-5],No,58000.0,(4-8],[0-100.000]
16935,0,TOYOTA,Prius,2010,Hatchback,No,Hybrid,383528 km,4.0,Tiptronic,Front,4,Left wheel,White,8,(1-2],Yes,383528.0,(4-8],(300.000-400.000]
25089,0,HYUNDAI,Tucson,2012,Jeep,Yes,Petrol,128000 km,4.0,Tiptronic,4x4,4,Left wheel,Grey,8,(2-3],No,128000.0,(4-8],(100.000-200.000]
1646,645,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,320064 km,4.0,Automatic,Front,4,Left wheel,Silver,12,(1-2],No,320064.0,(8-12],(300.000-400.000]
13799,0,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,109000 km,4.0,Automatic,Front,4,Right-hand drive,Black,2,(1-2],No,109000.0,[0-4],(100.000-200.000]
16621,0,BMW,other,2008,Sedan,Yes,Petrol,180000 km,6.0,Tiptronic,Rear,4,Left wheel,Silver,8,(3-4],Yes,180000.0,(4-8],(100.000-200.000]
23533,2108,LEXUS,other,2009,Sedan,Yes,Petrol,142669 km,4.0,Automatic,Front,4,Left wheel,Black,4,(4-5],No,142669.0,[0-4],(100.000-200.000]
6272,0,other,other,<2006,Hatchback,No,Petrol,5000 km,4.0,Automatic,4x4,4,Right-hand drive,Red,4,[0-1],Yes,5000.0,[0-4],[0-100.000]
17249,0,FORD,other,<2006,other,No,Diesel,230000 km,4.0,Manual,Rear,2,Left wheel,White,2,(2-3],Yes,230000.0,[0-4],(200.000-300.000]
25926,986,other,other,2010,Jeep,Yes,Petrol,84918 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(2-3],No,84918.0,[0-4],[0-100.000]
13328,640,FORD,other,2013,Sedan,Yes,Hybrid,91000 km,4.0,Automatic,Front,4,Left wheel,White,8,(1-2],No,91000.0,(4-8],[0-100.000]
5645,0,other,other,<2006,Jeep,Yes,Petrol,64525 km,4.0,Manual,4x4,2,Left wheel,Green,0,[0-1],No,64525.0,[0-4],[0-100.000]
6600,0,MERCEDES-BENZ,other,<2006,Sedan,No,CNG,206000 km,4.0,Automatic,Rear,4,Left wheel,Green,4,(1-2],No,206000.0,[0-4],(200.000-300.000]
37125,765,HYUNDAI,Tucson,2015,Jeep,Yes,Diesel,111589 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,111589.0,[0-4],(100.000-200.000]
23521,738,other,other,2017,Jeep,Yes,Petrol,26954 km,4.0,Automatic,Front,4,Left wheel,Black,8,(1-2],Yes,26954.0,(4-8],[0-100.000]
3763,1714,TOYOTA,other,2017,Sedan,Yes,Petrol,174827 km,6.0,Automatic,4x4,4,Left wheel,Silver,12,(3-4],No,174827.0,(8-12],(100.000-200.000]
1254,639,other,other,2014,Sedan,Yes,Petrol,42395 km,4.0,Automatic,4x4,4,Left wheel,Grey,0,(1-2],No,42395.0,[0-4],[0-100.000]
314,1399,LEXUS,other,2010,Jeep,Yes,Hybrid,382746 km,6.0,Automatic,4x4,4,Left wheel,Silver,12,(3-4],No,382746.0,(8-12],(300.000-400.000]
10349,658,other,other,2009,Hatchback,No,Diesel,181179 km,4.0,Manual,Front,4,Left wheel,Black,10,(1-2],Yes,181179.0,(8-12],(100.000-200.000]
23703,765,CHEVROLET,other,2015,Sedan,Yes,Diesel,100069 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,100069.0,[0-4],(100.000-200.000]
