Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Engine volume,Turbo,Mileage
15458,836,HYUNDAI,other,2010,Coupe,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,4,1,0,93238.0
17562,1017,MERCEDES-BENZ,other,2017,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,0,1,0,109608.0
23521,0,TOYOTA,Prius,2014,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,8,1,0,150000.0
18817,552,FORD,other,2017,Sedan,No,Petrol,3.0,Automatic,Front,4,Left wheel,Black,8,0,1,33600.0
13423,707,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,4,1,0,64666.0
200,0,other,other,2005,other,Yes,Petrol,4.0,Manual,Rear,4,Left wheel,White,0,2,0,169000.0
12000,640,KIA,other,2013,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,Grey,0,1,0,0.0
40456,431,FORD,other,2016,Sedan,Yes,Plug-in Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,12,1,0,44445.0
9408,0,MERCEDES-BENZ,other,2005,Sedan,Yes,Petrol,8.0,Automatic,Rear,4,Left wheel,Green,12,4,0,10000.0
2274,777,other,other,2014,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,12,2,0,131179.0
37301,595,HONDA,FIT,2015,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,28792.0
19441,1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,2,0,223603.0
37633,0,BMW,other,2007,Coupe,Yes,Petrol,8.0,Tiptronic,Rear,2,Left wheel,Black,12,4,0,187500.0
33243,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,164997.0
18817,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,12,2,0,35058.0
69935,1646,LEXUS,other,2015,Jeep,Yes,Petrol,8.0,Automatic,4x4,4,Left wheel,Silver,0,4,0,273493.0
14069,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,112417.0
21937,810,NISSAN,other,2016,Sedan,No,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,12,1,0,19200.0
15681,0,MERCEDES-BENZ,other,2008,Sedan,Yes,Diesel,4.0,Automatic,Rear,4,Left wheel,other,8,2,1,0.0
12074,1537,TOYOTA,other,2009,Jeep,Yes,Hybrid,6.0,Automatic,4x4,4,Left wheel,Blue,12,3,0,420550.0
30,0,HONDA,FIT,2006,Hatchback,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,Black,4,1,0,0.0
470,1661,other,other,2010,Sedan,Yes,Petrol,8.0,Automatic,Rear,4,Left wheel,Black,12,4,0,0.0
220,1399,LEXUS,other,2010,Jeep,Yes,Hybrid,6.0,Automatic,4x4,4,Left wheel,Grey,12,3,0,317470.0
6899,0,BMW,other,2005,Sedan,Yes,Petrol,4.0,Manual,Rear,4,Left wheel,other,2,1,0,308910.0
39161,640,SSANGYONG,other,2013,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,105924.0
2038,640,VOLKSWAGEN,other,2013,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,12,1,0,143720.0
10036,0,HONDA,FIT,2005,Hatchback,No,Petrol,4.0,Variator,Front,4,Right-hand drive,Silver,2,1,0,124234.0
7527,0,other,other,2005,Hatchback,No,Petrol,4.0,Manual,Front,4,Left wheel,Silver,4,1,0,200000.0
9600,0,NISSAN,other,2005,Hatchback,No,Petrol,4.0,Variator,Front,4,Right-hand drive,White,2,1,0,190000.0
11917,697,VOLKSWAGEN,other,2015,Sedan,No,Petrol,4.0,Tiptronic,Front,4,Left wheel,Blue,10,1,1,89000.0
1568,639,VOLKSWAGEN,other,2014,Sedan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,12,1,0,82392.0
627,1714,LEXUS,other,2017,Jeep,Yes,Petrol,6.0,Automatic,Front,4,Left wheel,White,12,3,0,50914.0
20592,1099,SSANGYONG,other,2010,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Black,4,2,0,225450.0
19761,862,TOYOTA,Camry,2011,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,Grey,12,2,0,155200.0
8154,0,HONDA,FIT,2005,Sedan,No,Petrol,4.0,Tiptronic,Front,4,Right-hand drive,Grey,5,1,0,223000.0
19757,1832,MERCEDES-BENZ,other,2005,Microbus,Yes,Diesel,4.0,Manual,Rear,2,Left wheel,White,2,2,1,117000.0
26657,0,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,other,0,2,0,170000.0
350,0,MERCEDES-BENZ,other,2019,Sedan,Yes,Petrol,8.0,Tiptronic,Rear,4,Left wheel,White,12,2,1,2000.0
784,431,FORD,other,2016,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,12,1,0,89202.0
549,1172,LEXUS,other,2011,Jeep,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,White,12,3,0,181189.0
9948,707,SSANGYONG,other,2011,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,76640.0
1000,0,MERCEDES-BENZ,other,2005,Sedan,No,Diesel,4.0,Manual,Front,2,Left wheel,Black,0,1,0,111111.0
16400,0,VOLKSWAGEN,other,2011,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,Black,10,2,0,136000.0
2352,986,TOYOTA,Camry,2010,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,12,2,0,129170.0
26030,431,KIA,other,2016,Sedan,No,Hybrid,4.0,Automatic,Front,4,Left wheel,White,10,1,0,75851.0
3136,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,12,2,0,159379.0
39201,1811,LEXUS,other,2010,Jeep,Yes,Petrol,8.0,Automatic,4x4,4,Left wheel,Black,0,4,0,155821.0
11604,0,BMW,other,2005,Sedan,No,Petrol,6.0,Manual,Rear,4,Left wheel,Blue,4,2,0,168000.0
37633,481,KIA,other,2017,Sedan,Yes,Hybrid,4.0,Tiptronic,Front,4,Left wheel,White,16,1,0,26000.0
34497,1325,TOYOTA,other,2019,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,12,2,0,19050.0
8154,0,HONDA,FIT,2005,Sedan,No,Petrol,4.0,Tiptronic,Front,4,Right-hand drive,Silver,4,1,0,189000.0
74953,2418,MERCEDES-BENZ,other,2018,Sedan,Yes,Petrol,8.0,Automatic,Rear,4,Left wheel,Black,12,4,0,29819.0
15423,642,CHEVROLET,other,2012,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Red,4,1,0,229056.0
314,1017,MERCEDES-BENZ,other,2017,Sedan,Yes,Petrol,4.0,Automatic,Rear,4,Left wheel,Black,12,1,0,26802.0
19444,777,other,other,2014,Jeep,No,Petrol,4.0,Variator,4x4,4,Left wheel,Black,7,2,0,81000.0
14269,1324,TOYOTA,other,2010,Jeep,Yes,Hybrid,6.0,Automatic,4x4,4,Left wheel,Blue,12,3,0,300366.0
188,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Silver,12,3,0,67232.0
706,1086,other,other,2012,Sedan,Yes,Petrol,6.0,Automatic,Front,4,Left wheel,Blue,12,3,0,600000.0
47042,1273,LEXUS,other,2015,Jeep,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,Black,16,3,0,90680.0
12544,0,HONDA,FIT,2009,Hatchback,No,Petrol,4.0,Manual,Front,4,Left wheel,Red,4,1,0,240000.0
16308,1273,HYUNDAI,Santa FE,2020,Sedan,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,White,12,2,0,15149.0
26657,0,TOYOTA,other,2012,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,Black,4,2,0,144000.0
282,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,0,2,0,226814.0
22580,640,FORD,other,2013,Hatchback,Yes,Plug-in Hybrid,4.0,Automatic,Rear,4,Left wheel,Grey,10,1,0,60000.0
34497,0,MERCEDES-BENZ,other,2010,Minivan,No,Diesel,8.0,Manual,Rear,4,Left wheel,White,4,2,0,315000.0
314,862,FORD,other,2011,Jeep,Yes,Hybrid,4.0,Automatic,4x4,4,Left wheel,Green,0,2,0,130306.0
36692,975,other,other,2012,Jeep,Yes,Petrol,6.0,Tiptronic,4x4,4,Left wheel,White,11,3,0,56000.0
50,0,BMW,other,2005,Coupe,No,Petrol,4.0,Tiptronic,Rear,2,Right-hand drive,Silver,8,1,0,220000.0
9722,1268,TOYOTA,other,2012,Hatchback,No,Hybrid,4.0,Tiptronic,Front,4,Right-hand drive,Blue,2,1,0,150000.0
2979,919,MERCEDES-BENZ,other,2012,Jeep,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,White,12,2,0,180251.0
51373,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,94090.0
8781,0,other,other,2005,Jeep,No,Diesel,4.0,Manual,4x4,2,Left wheel,Red,0,2,1,11111.0
14884,707,CHEVROLET,Cruze,2011,Sedan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,162001.0
282,1327,TOYOTA,other,2018,Jeep,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,Black,12,2,0,61742.0
6115,0,HONDA,other,2005,Jeep,No,CNG,4.0,Manual,4x4,4,Right-hand drive,Black,2,1,0,275200.0
5959,0,other,other,2005,Sedan,No,Petrol,6.0,Automatic,Front,4,Right-hand drive,Green,8,2,0,96000.0
30583,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Black,4,2,0,120309.0
4077,0,BMW,other,2005,Sedan,No,Petrol,4.0,Manual,Rear,4,Left wheel,Black,2,1,0,300000.0
15053,0,TOYOTA,Camry,2007,Sedan,No,LPG,4.0,Automatic,Front,4,Left wheel,other,6,2,0,144000.0
15053,0,other,other,2005,Jeep,No,Petrol,4.0,Automatic,4x4,4,Left wheel,Silver,8,1,0,155800.0
6899,0,BMW,other,2005,Sedan,No,Petrol,4.0,Manual,Rear,4,Left wheel,Black,0,1,0,1000.0
13485,0,FORD,other,2005,other,No,Diesel,4.0,Manual,Front,4,Left wheel,Silver,1,1,1,132000.0
15994,1104,BMW,X5,2015,Jeep,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,White,0,2,0,204461.0
16308,431,HYUNDAI,Sonata,2016,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,4,1,0,251768.0
11290,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,292837.0
11917,0,TOYOTA,Prius,2007,Sedan,No,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,8,1,0,336000.0
16869,503,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,157000.0
4861,333,FORD,other,2014,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,0,1,0,124493.0
3763,0,VOLKSWAGEN,other,2005,other,No,Diesel,4.0,Manual,Front,2,Left wheel,Green,1,1,0,260000.0
48534,877,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Blue,4,1,0,45331.0
21639,0,TOYOTA,other,2014,Sedan,No,Petrol,4.0,Automatic,Front,4,Left wheel,other,10,1,0,143000.0
8938,781,FORD,other,2012,Sedan,No,Hybrid,4.0,Variator,Front,4,Left wheel,White,8,2,0,256000.0
50,0,TOYOTA,other,2007,Minivan,No,Petrol,4.0,Tiptronic,Front,4,Right-hand drive,White,2,1,0,250000.0
22580,1051,KIA,other,2016,Sedan,No,Petrol,4.0,Tiptronic,Front,4,Left wheel,other,12,2,0,74500.0
16308,730,FORD,other,2016,Jeep,No,Petrol,4.0,Automatic,4x4,4,Left wheel,White,0,1,0,0.0
18817,0,HYUNDAI,Elantra,2014,Sedan,No,Petrol,6.0,Tiptronic,Front,4,Left wheel,other,6,1,0,150400.0
4861,697,TOYOTA,other,2015,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,12,1,0,152630.0
25716,777,other,other,2014,Jeep,No,Petrol,4.0,Automatic,4x4,4,Left wheel,Silver,6,2,0,50000.0
5018,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,12,2,0,124184.0
40,0,TOYOTA,Prius,2010,Sedan,No,Hybrid,4.0,Automatic,Front,4,Left wheel,White,0,1,0,18000.0
8781,988,TOYOTA,Prius,2007,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Left wheel,Blue,12,1,0,154000.0
12544,0,TOYOTA,other,2008,Hatchback,No,Petrol,4.0,Variator,Front,4,Right-hand drive,Silver,4,1,0,112000.0
20071,585,TOYOTA,other,2013,Hatchback,No,Hybrid,4.0,Variator,Front,4,Left wheel,Silver,6,1,0,147000.0
392,1017,MERCEDES-BENZ,other,2017,Sedan,Yes,Petrol,4.0,Automatic,Rear,4,Left wheel,Black,12,1,0,1600.0
14834,642,CHEVROLET,other,2012,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,218525.0
6899,1282,KIA,other,2007,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,91232.0
42987,639,SSANGYONG,other,2014,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,119950.0
20385,0,MERCEDES-BENZ,other,2005,Sedan,Yes,CNG,6.0,Tiptronic,Rear,4,Left wheel,Silver,10,3,0,136000.0
26971,0,MERCEDES-BENZ,other,2010,Jeep,Yes,Petrol,6.0,Tiptronic,Rear,4,Left wheel,other,0,3,0,216600.0
9408,0,MERCEDES-BENZ,other,2005,Sedan,No,Diesel,4.0,Automatic,Rear,4,Left wheel,Silver,6,2,1,3000.0
50,0,HONDA,FIT,2005,Hatchback,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,Silver,2,1,0,150000.0
32340,642,HYUNDAI,Santa FE,2012,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,138013.0
11368,1047,HYUNDAI,Elantra,2007,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,139000.0
862,690,HONDA,FIT,2016,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,0,1,0,31869.0
14113,475,CHEVROLET,Cruze,2012,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,Silver,12,1,1,104000.0
16621,1185,VOLKSWAGEN,other,2009,Microbus,No,Diesel,5.0,Manual,Rear,4,Left wheel,other,6,2,1,335000.0
21796,781,TOYOTA,other,2012,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Grey,8,2,0,98298.0
21169,0,NISSAN,other,2012,Jeep,No,Petrol,4.0,Tiptronic,Front,4,Left wheel,Grey,4,1,1,128000.0
470,1018,MERCEDES-BENZ,other,2011,Jeep,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Silver,12,2,0,275862.0
29793,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Petrol,6.0,Tiptronic,4x4,4,Left wheel,White,12,3,0,56277.0
15367,0,HYUNDAI,Elantra,2012,Sedan,No,Petrol,4.0,Automatic,Rear,4,Left wheel,Black,8,1,0,100000.0
549,502,HONDA,FIT,2013,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Blue,12,1,0,119213.0
32305,753,other,other,2012,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,2,0,88000.0
12544,586,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,Grey,10,1,0,0.0
19130,751,HYUNDAI,other,2013,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,other,8,2,0,107200.0
14426,1347,FORD,other,2008,Jeep,Yes,Hybrid,4.0,Automatic,4x4,4,Left wheel,Green,6,2,0,148800.0
60,0,BMW,other,2007,Coupe,Yes,Petrol,8.0,Tiptronic,4x4,2,Left wheel,Silver,8,2,0,157800.0
8154,0,TOYOTA,other,2005,Hatchback,No,Petrol,4.0,Manual,Front,4,Right-hand drive,Grey,4,1,0,600000.0
30734,831,HYUNDAI,other,2017,Jeep,No,Petrol,4.0,Automatic,4x4,4,Left wheel,Grey,10,1,1,28897.0
28852,0,FORD,other,2015,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,0,1,1,123000.0
25089,0,TOYOTA,other,2008,Jeep,No,Diesel,4.0,Manual,4x4,4,Left wheel,Grey,8,2,0,150000.0
157,1058,MERCEDES-BENZ,other,2012,Jeep,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Black,12,3,0,245762.0
42218,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Grey,4,2,0,96334.0
188,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Silver,12,3,0,67232.0
470,586,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,12,1,0,373634.0
17249,1141,HYUNDAI,other,2012,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,3,0,94055.0
36068,1017,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Blue,4,1,0,140004.0
9408,0,other,other,2005,Minivan,No,CNG,4.0,Manual,Front,4,Left wheel,Grey,8,1,0,197500.0
13172,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,other,4,1,0,488038.0
21395,730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,138241.0
17876,0,TOYOTA,Prius,2011,Sedan,No,Hybrid,4.0,Automatic,Front,4,Left wheel,White,10,1,0,100006.0
3920,779,TOYOTA,Camry,2013,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,12,2,0,308694.0
706,1104,other,other,2015,Sedan,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Black,12,2,0,131674.0
18817,271,TOYOTA,Prius,2014,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Grey,0,1,0,89986.0
4704,0,other,other,2005,Sedan,No,CNG,4.0,Manual,Front,4,Left wheel,Green,4,2,0,175000.0
21953,0,HYUNDAI,H1,2007,Microbus,Yes,Diesel,4.0,Manual,Rear,4,Left wheel,White,2,2,1,84000.0
26030,585,MERCEDES-BENZ,other,2013,Sedan,Yes,Petrol,4.0,Tiptronic,Rear,4,Left wheel,Grey,12,1,1,83500.0
14583,0,other,other,2008,Sedan,No,Diesel,4.0,Manual,Front,4,Left wheel,White,10,1,1,163124.0
16621,650,VOLKSWAGEN,other,2016,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,8,1,1,76466.0
188,308,TOYOTA,Prius,2014,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,12,1,0,146019.0
26030,0,LEXUS,other,2010,Sedan,Yes,Petrol,6.0,Tiptronic,Rear,4,Left wheel,Black,12,2,0,117000.0
10820,0,TOYOTA,other,2005,Minivan,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,Silver,8,2,0,110000.0
549,1481,other,other,2017,Jeep,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,Red,12,2,0,28421.0
19914,0,TOYOTA,Prius,2012,Hatchback,No,Hybrid,4.0,Variator,Front,4,Left wheel,Silver,0,1,0,212800.0
30,0,TOYOTA,Prius,2009,Hatchback,Yes,Hybrid,4.0,Variator,Front,4,Left wheel,Blue,12,1,0,80000.0
706,934,TOYOTA,other,2015,Jeep,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,Silver,12,2,0,99616.0
100,0,LEXUS,other,2011,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Blue,10,2,0,150000.0
14834,707,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,190000.0
11604,781,TOYOTA,other,2012,Sedan,Yes,Hybrid,4.0,Tiptronic,Front,4,Left wheel,Red,10,2,0,87725.0
22580,779,VOLKSWAGEN,other,2013,Sedan,Yes,Petrol,5.0,Tiptronic,Front,4,Left wheel,Black,6,2,0,60000.0
20297,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,4,1,0,165000.0
29793,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Black,12,3,0,219030.0
13328,490,HONDA,other,2011,Hatchback,No,Hybrid,4.0,Variator,Front,4,Left wheel,Blue,6,1,0,172997.0
9565,1058,TOYOTA,other,2012,Jeep,Yes,Petrol,6.0,Automatic,Front,4,Left wheel,Grey,12,3,0,285186.0
18660,0,TOYOTA,Prius,2013,Sedan,No,Hybrid,4.0,Automatic,Front,4,Left wheel,White,7,1,0,71257.0
68994,0,MERCEDES-BENZ,other,2014,Jeep,Yes,Diesel,6.0,Tiptronic,4x4,4,Left wheel,Grey,10,3,1,207568.0
13799,928,other,other,2007,Sedan,Yes,Petrol,4.0,Manual,Front,4,Left wheel,Black,10,1,0,185000.0
19707,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,123000.0
28068,1017,HYUNDAI,other,2017,Jeep,No,Petrol,4.0,Automatic,Front,4,Left wheel,Blue,10,1,0,31241.0
27598,0,FORD,other,2013,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,181000.0
3763,518,TOYOTA,Camry,2016,Jeep,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,12,2,0,39741.0
79971,0,other,other,2016,Sedan,Yes,Petrol,6.0,Tiptronic,4x4,4,Left wheel,White,12,2,1,35500.0
34387,1091,CHEVROLET,other,2016,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,2,0,161350.0
28225,0,BMW,other,2013,Jeep,Yes,Petrol,6.0,Tiptronic,4x4,4,Left wheel,Grey,12,2,1,119700.0
100,0,KIA,other,2014,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,Black,8,2,1,68000.0
20814,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,171996.0
11992,642,CHEVROLET,Cruze,2012,Sedan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,227073.0
25716,1935,LEXUS,other,2016,Sedan,Yes,Petrol,8.0,Automatic,Rear,4,Left wheel,other,12,4,0,45845.0
9408,0,other,other,2007,Hatchback,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,Blue,6,1,0,141000.0
30,0,TOYOTA,Prius,2007,Sedan,No,Hybrid,4.0,Automatic,Front,4,Left wheel,White,0,1,0,3200.0
31361,0,FORD,other,2014,Coupe,Yes,Petrol,6.0,Tiptronic,Rear,2,Left wheel,Silver,6,3,0,128000.0
470,353,TOYOTA,Prius,2015,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,12,1,0,188067.0
15367,0,HONDA,FIT,2013,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Right-hand drive,other,2,1,0,163000.0
15367,0,HYUNDAI,Sonata,2010,Sedan,No,Petrol,4.0,Tiptronic,Front,4,Left wheel,White,0,2,0,127000.0
706,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Grey,12,2,0,115312.0
1882,518,TOYOTA,other,2016,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Blue,0,2,0,55096.0
17249,640,FORD,other,2013,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,0,1,0,204010.0
5645,0,MERCEDES-BENZ,other,2005,Sedan,No,Petrol,4.0,Manual,Rear,4,Left wheel,Black,4,2,0,310000.0
10976,0,other,other,2008,Jeep,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,other,8,3,0,300000.0
24559,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,2,0,68578.0
1176,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Red,0,2,0,0.0
26033,271,TOYOTA,Aqua,2014,Universal,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,38311.0
3136,751,CHEVROLET,other,2013,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,12,2,0,168179.0
22266,0,FORD,other,2014,Hatchback,Yes,Plug-in Hybrid,4.0,Tiptronic,Front,4,Left wheel,other,6,1,0,102000.0
706,490,HONDA,other,2011,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,0,1,0,288704.0
2901,530,NISSAN,other,2013,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,0,1,0,166013.0
17876,0,TOYOTA,Prius,2010,Sedan,No,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,8,1,0,200000.0
470,1024,TOYOTA,Camry,2010,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Red,12,2,0,0.0
2666,1018,BMW,other,2011,Coupe,Yes,Petrol,6.0,Automatic,Rear,2,Left wheel,Blue,12,2,0,69950.0
5500,0,NISSAN,other,2007,Minivan,No,CNG,4.0,Automatic,Front,4,Right-hand drive,Blue,4,1,0,200000.0
24462,0,FORD,other,2011,Coupe,Yes,Petrol,6.0,Automatic,Rear,2,Right-hand drive,Grey,7,3,0,132000.0
627,751,CHEVROLET,other,2013,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,12,2,0,160242.0
29166,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,53240.0
10036,1267,TOYOTA,other,2013,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Right-hand drive,White,6,1,0,117000.0
9095,867,other,other,2007,Universal,No,Diesel,4.0,Manual,Front,4,Left wheel,Blue,4,1,1,185000.0
13589,528,HYUNDAI,other,2014,Sedan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,143000.0
25243,501,HONDA,FIT,2014,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,28300.0
12720,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,111293.0
12231,0,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,4.0,Variator,Front,4,Right-hand drive,White,2,1,0,185000.0
3450,1474,other,other,2012,other,Yes,Petrol,8.0,Automatic,Rear,4,Left wheel,White,12,4,0,84541.0
