,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Turbo
18414,7527,,MITSUBISHI,Colt,2003,Sedan,False,Petrol,1.5,140000,4.0,Automatic,4x4,4,Right-hand drive,Black,0,False
18415,2901,915.0,AUDI,A7,2014,Hatchback,True,Petrol,3.0,140507,6.0,Automatic,4x4,4,Left wheel,Silver,0,False
18416,3607,781.0,TOYOTA,Camry,2012,Sedan,True,Hybrid,2.5,156518,4.0,Automatic,Front,4,Left wheel,White,12,False
18417,28608,639.0,CHEVROLET,Malibu,2014,Sedan,True,Petrol,2.0,115131,4.0,Automatic,Front,4,Left wheel,Black,4,False
18418,18817,530.0,FORD,Fusion,2013,Sedan,False,Petrol,1.6,152000,4.0,Tiptronic,Front,4,Left wheel,White,10,False
18419,10349,,MITSUBISHI,Pajero IO,2000,Jeep,False,Petrol,2.0,97000,4.0,Automatic,4x4,4,Left wheel,Silver,2,False
18420,10349,790.0,HYUNDAI,I30,2009,Hatchback,True,Diesel,1.6,75125,4.0,Automatic,Front,4,Left wheel,Grey,4,False
18421,18503,730.0,HYUNDAI,Elantra,2016,Sedan,True,LPG,1.6,33091,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18423,25763,777.0,HYUNDAI,H1,2014,Minivan,True,Diesel,2.5,273500,4.0,Automatic,Front,4,Left wheel,Black,4,False
18424,23521,,BMW,530,2009,Sedan,True,Diesel,3.0,0,6.0,Tiptronic,Rear,4,Left wheel,Black,12,True
18425,549,1058.0,TOYOTA,Highlander,2012,Jeep,True,Hybrid,3.5,0,6.0,Automatic,4x4,4,Left wheel,Grey,12,False
18426,10036,843.0,TOYOTA,Prius,2008,Hatchback,False,Petrol,1.5,13000,4.0,Automatic,Front,4,Left wheel,White,12,False
18427,20071,890.0,KIA,Optima,2016,Sedan,True,Petrol,2.0,30088,4.0,Automatic,Front,4,Left wheel,White,4,False
18428,14500,,NISSAN,Serena,2010,Minivan,True,Petrol,2.0,110415,4.0,Automatic,Front,4,Right-hand drive,Carnelian red,2,False
18429,3920,333.0,SUBARU,XV,2014,Jeep,True,Hybrid,2.0,123472,4.0,Automatic,4x4,4,Left wheel,White,12,False
18430,37006,1036.0,BMW,328,2015,Sedan,True,Petrol,2.8,38415,4.0,Tiptronic,4x4,4,Left wheel,Black,12,True
18431,7837,1090.0,KIA,Sportage,2008,Jeep,True,Diesel,2.0,189330,4.0,Automatic,Front,4,Left wheel,Black,4,False
18432,6899,640.0,HYUNDAI,Sonata,2013,Sedan,True,LPG,2.0,68633,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18433,18422,502.0,TOYOTA,Aqua,2013,Hatchback,True,Petrol,1.5,22878,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18434,14113,,OPEL,Zafira,2005,Minivan,False,Petrol,1.6,160000,4.0,Manual,Front,4,Left wheel,Silver,2,False
18435,14113,586.0,HYUNDAI,Elantra,2012,Sedan,False,Petrol,1.8,113600,4.0,Tiptronic,Front,4,Left wheel,White,8,False
18436,38574,934.0,HYUNDAI,H1,2015,Universal,True,LPG,2.5,132320,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18438,13172,,MITSUBISHI,Delica,2000,Minivan,False,Petrol,3.0,204000,4.0,Automatic,4x4,5,Right-hand drive,White,2,False
18439,16308,463.0,TOYOTA,Prius,2018,Sedan,True,Hybrid,1.8,16566,4.0,Automatic,Front,4,Left wheel,Red,12,False
18440,23521,1058.0,TOYOTA,Highlander,2012,Jeep,True,Petrol,3.5,140966,6.0,Automatic,4x4,4,Left wheel,Black,12,False
18442,16935,779.0,VOLKSWAGEN,Passat,2013,Sedan,True,Petrol,2.5,84000,6.0,Tiptronic,Front,4,Left wheel,White,12,False
18443,13172,891.0,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,299337,4.0,Automatic,Front,4,Left wheel,Orange,4,False
18444,11917,,HONDA,FIT,2011,Hatchback,False,Hybrid,1.3,121000,4.0,Variator,Front,4,Right-hand drive,White,4,False
18446,7840,1094.0,CHEVROLET,Captiva,2008,Jeep,True,Diesel,2.0,54278,4.0,Automatic,Front,4,Left wheel,White,4,False
18447,41629,694.0,JAGUAR,XF,2014,Sedan,True,Diesel,2.2,75494,4.0,Automatic,Front,4,Left wheel,White,4,False
18448,39226,770.0,HYUNDAI,Tucson,2016,Jeep,True,Diesel,1.7,88230,4.0,Automatic,Front,4,Left wheel,Blue,4,False
18450,34836,877.0,HYUNDAI,Tucson,2017,Jeep,True,Diesel,1.7,100628,4.0,Automatic,Front,4,Left wheel,Grey,4,False
18451,14740,639.0,JEEP,Patriot Latitude,2014,Jeep,True,Petrol,2.0,66534,4.0,Automatic,4x4,4,Left wheel,Black,8,False
18452,6586,928.0,CHEVROLET,Kalos,2007,Hatchback,False,Petrol,1.4,126000,4.0,Manual,Front,2,Left wheel,Blue,4,False
18453,10349,640.0,KIA,Optima,2013,Sedan,True,Petrol,2.0,50338,4.0,Automatic,Front,4,Left wheel,White,4,False
18454,11447,1327.0,TOYOTA,Camry,2018,Sedan,True,Petrol,2.5,31904,4.0,Automatic,Front,4,Left wheel,Blue,12,False
18455,21953,,TOYOTA,Prius,2012,Hatchback,True,Hybrid,1.8,198400,4.0,Variator,Front,4,Left wheel,Grey,5,False
18456,11760,,AUDI,A4 Sline,2008,Sedan,True,Petrol,2.0,240000,4.0,Tiptronic,Front,4,Left wheel,Blue,10,True
18457,10976,781.0,VOLKSWAGEN,Jetta,2012,Sedan,True,Petrol,2.5,70000,5.0,Automatic,Front,4,Left wheel,White,10,True
18458,12861,790.0,CHEVROLET,Lacetti,2009,Sedan,True,Petrol,1.6,127938,4.0,Automatic,Front,4,Left wheel,Black,4,False
18459,7495,363.0,CHEVROLET,Spark,2012,Sedan,True,Petrol,1.0,144265,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18460,33500,831.0,CHEVROLET,Malibu,2018,Sedan,True,Petrol,1.5,6500,4.0,Tiptronic,Front,4,Left wheel,Grey,10,False
18461,20005,583.0,HYUNDAI,Elantra,2011,Sedan,True,Petrol,1.6,115934,4.0,Automatic,Front,4,Left wheel,Black,4,False
18462,9095,420.0,CHEVROLET,Spark,2012,Hatchback,True,Petrol,1.2,100000,4.0,Tiptronic,Front,4,Left wheel,Black,12,False
18463,7840,,NISSAN,March,2005,Hatchback,False,LPG,1.3,212000,4.0,Automatic,Front,4,Right-hand drive,Black,2,False
18464,22894,781.0,TOYOTA,Camry,2012,Sedan,False,Petrol,2.5,75000,4.0,Tiptronic,Front,4,Left wheel,White,8,False
18465,22298,1273.0,SSANGYONG,REXTON,2009,Jeep,True,Diesel,2.7,148654,4.0,Automatic,Front,4,Left wheel,Black,4,False
18466,20266,687.0,HYUNDAI,Elantra,2010,Sedan,True,Petrol,1.6,38193,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18467,28225,,TOYOTA,4Runner,2005,Jeep,False,Petrol,4.7,201500,8.0,Automatic,4x4,4,Left wheel,Black,4,False
18468,42965,1356.0,MERCEDES-BENZ,ML 550,2014,Jeep,True,Petrol,4.6,229966,8.0,Automatic,4x4,4,Left wheel,Black,12,False
18469,37229,770.0,HYUNDAI,Tucson,2016,Jeep,True,Diesel,1.7,100267,4.0,Automatic,Front,4,Left wheel,White,4,False
18470,19757,308.0,TOYOTA,Prius,2014,Hatchback,False,Hybrid,1.8,169600,4.0,Variator,Front,4,Left wheel,Silver,8,False
18471,2038,1172.0,HONDA,Pilot,2011,Jeep,True,Petrol,3.5,161602,6.0,Automatic,4x4,4,Left wheel,Black,12,False
18472,7840,790.0,CHEVROLET,Cruze,2009,Sedan,True,Petrol,1.6,52546,4.0,Automatic,Front,4,Left wheel,Black,4,False
18473,26657,690.0,CHEVROLET,Malibu LT,2016,Sedan,False,Petrol,1.5,112000,4.0,Tiptronic,Front,4,Left wheel,White,12,True
18474,46991,891.0,HYUNDAI,Santa FE,2016,Jeep,True,Diesel,2.0,195933,4.0,Automatic,Front,4,Left wheel,White,4,False
18475,12544,,MITSUBISHI,Delica,2000,Minivan,True,LPG,3.0,161000,6.0,Automatic,4x4,4,Right-hand drive,White,2,False
18476,43905,394.0,TOYOTA,Avalon,2014,Sedan,True,Hybrid,2.5,36700,4.0,Automatic,Front,4,Left wheel,Grey,12,False
18478,19287,738.0,CHEVROLET,Cruze LT,2017,Sedan,True,Petrol,1.4,21834,4.0,Automatic,Front,4,Left wheel,Black,8,True
18479,12231,,FORD,Transit,2004,Microbus,False,Diesel,2.0,125000,4.0,Manual,Front,2,Left wheel,Blue,4,False
18480,5175,789.0,CHEVROLET,Cruze,2009,Sedan,True,Petrol,1.6,177839,4.0,Automatic,Front,4,Left wheel,White,4,False
18481,13172,382.0,CHEVROLET,Volt,2017,Hatchback,True,Hybrid,1.5,77222,4.0,Automatic,Front,4,Left wheel,Silver,12,False
18482,31414,777.0,HYUNDAI,H1,2014,Minivan,True,Diesel,2.5,208284,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18483,15681,1811.0,LEXUS,GX 460,2010,Jeep,True,Petrol,4.6,275240,8.0,Automatic,4x4,4,Left wheel,Silver,0,False
18484,17249,,BMW,X5,2004,Jeep,True,Diesel,3.0,317000,4.0,Tiptronic,4x4,4,Left wheel,Beige,12,False
18485,4391,900.0,KIA,Optima,2015,Sedan,True,Petrol,2.4,57960,4.0,Automatic,Front,4,Left wheel,Silver,12,False
18486,30420,,HONDA,Ridgeline,2009,Pickup,True,Petrol,3.5,256000,6.0,Automatic,4x4,4,Left wheel,White,6,False
18487,3136,3811.0,OPEL,Astra,2000,Goods wagon,False,CNG,1.6,135000,4.0,Manual,Front,4,Right-hand drive,Silver,2,False
18488,12600,640.0,KIA,Optima,2013,Sedan,True,Petrol,2.0,0,4.0,Tiptronic,Front,4,Left wheel,White,0,False
18489,2117,1086.0,JEEP,Grand Cherokee,2012,Jeep,True,Petrol,3.6,237206,6.0,Automatic,Front,4,Left wheel,Black,12,False
18490,35752,891.0,HYUNDAI,Tucson,2016,Jeep,False,Petrol,2.0,31000,4.0,Tiptronic,Front,4,Left wheel,Black,10,False
18491,31675,1817.0,TOYOTA,Tacoma,2020,Sedan,True,Petrol,3.5,1669,6.0,Automatic,4x4,4,Left wheel,Black,12,False
18492,18817,586.0,TOYOTA,Prius V,2012,Hatchback,False,Hybrid,1.8,68846,4.0,Automatic,Front,4,Left wheel,Red,8,False
18493,30750,777.0,HYUNDAI,H1,2014,Minivan,True,Diesel,2.5,115474,4.0,Automatic,Front,4,Left wheel,White,4,False
18494,3763,891.0,LEXUS,IS 200,2016,Sedan,True,Petrol,2.0,58328,4.0,Automatic,Rear,4,Left wheel,White,12,False
18495,13996,642.0,CHEVROLET,Orlando,2012,Jeep,True,Diesel,2.0,229276,4.0,Automatic,Front,4,Left wheel,Grey,4,False
18496,8163,308.0,TOYOTA,Aqua,2015,Hatchback,True,Hybrid,1.5,127834,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18497,36219,765.0,SSANGYONG,REXTON,2015,Jeep,True,Diesel,2.0,123303,4.0,Automatic,Front,4,Left wheel,Black,4,False
18499,3920,,OPEL,Vectra,1998,Sedan,False,CNG,1.8,250000,4.0,Manual,Front,4,Left wheel,White,4,False
18500,27598,,VOLKSWAGEN,CC,2013,Sedan,True,Petrol,3.6,101000,8.0,Automatic,Front,4,Left wheel,Grey,8,False
18501,15994,1172.0,MERCEDES-BENZ,E 350,2011,Coupe,True,Diesel,3.5,170429,6.0,Automatic,Rear,2,Left wheel,Silver,12,False
18502,40983,640.0,HYUNDAI,Santa FE,2013,Jeep,True,Diesel,2.0,95000,4.0,Automatic,Front,4,Left wheel,Black,4,False
18503,2666,521.0,CHEVROLET,Volt,2011,Hatchback,True,Hybrid,1.4,288778,4.0,Automatic,Front,4,Left wheel,Black,0,False
18504,100,,LEXUS,GX 460,2011,Jeep,True,Petrol,4.6,170000,8.0,Tiptronic,4x4,4,Left wheel,Black,12,False
18505,10976,1228.0,OPEL,Vectra,2007,Universal,True,Diesel,1.9,128000,4.0,Manual,Front,4,Left wheel,Grey,6,False
18506,23521,639.0,BMW,328,2014,Sedan,True,Petrol,2.0,58173,4.0,Automatic,Rear,4,Left wheel,Black,0,False
18507,16935,353.0,LEXUS,CT 200h,2015,Hatchback,True,Hybrid,1.8,94949,4.0,Automatic,Front,4,Left wheel,White,0,False
18508,15994,586.0,TOYOTA,Prius,2012,Hatchback,False,Hybrid,1.8,212000,4.0,Variator,Front,4,Left wheel,Black,9,False
18509,42692,639.0,HYUNDAI,Santa FE,2014,Jeep,True,Diesel,2.0,157612,4.0,Automatic,Front,4,Left wheel,Black,4,False
18510,10000,,MITSUBISHI,Pajero IO,2001,Jeep,False,Petrol,2.0,98000,4.0,Automatic,4x4,2,Left wheel,Silver,4,False
18511,19757,1820.0,HONDA,Odyssey,2019,Sedan,True,Petrol,3.5,13994,6.0,Automatic,Front,4,Left wheel,Black,12,False
18512,21000,650.0,CHEVROLET,Sonic,2016,Sedan,True,Petrol,1.4,78000,4.0,Tiptronic,Front,4,Left wheel,White,10,False
18513,8467,640.0,KIA,Optima,2013,Sedan,True,Petrol,2.0,61860,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18514,14113,761.0,TOYOTA,Prius,2010,Hatchback,False,Hybrid,1.8,169600,4.0,Automatic,Front,4,Left wheel,Silver,10,False
18515,3763,,OPEL,Astra,2001,Hatchback,False,Petrol,1.8,1000,4.0,Manual,Front,4,Right-hand drive,Silver,6,False
18516,9408,781.0,VOLKSWAGEN,Passat,2012,Sedan,True,Petrol,2.5,179200,6.0,Tiptronic,Front,4,Left wheel,Carnelian red,8,False
18517,2500,,MERCEDES-BENZ,C 280,1998,Sedan,True,LPG,3.2,207917,6.0,Automatic,Rear,4,Left wheel,Black,4,False
18518,28225,629.0,NISSAN,Juke,2015,Jeep,True,Petrol,1.6,51000,4.0,Tiptronic,4x4,4,Left wheel,Black,12,False
18519,15994,1104.0,BMW,X5,2015,Jeep,True,Petrol,3.0,204461,6.0,Automatic,4x4,4,Left wheel,White,0,False
18520,9722,1018.0,HYUNDAI,Grandeur,2011,Sedan,True,LPG,3.0,42561,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18521,21326,586.0,TOYOTA,Prius,2012,Sedan,True,Hybrid,1.8,118000,4.0,Automatic,Front,4,Left wheel,Grey,12,False
18522,392,585.0,TOYOTA,Prius,2013,Sedan,True,Hybrid,1.8,114526,4.0,Automatic,Front,4,Left wheel,White,12,False
18523,10976,649.0,HONDA,FIT,2010,Hatchback,False,Petrol,1.5,2000,4.0,Automatic,Front,4,Left wheel,Blue,4,False
18524,4704,,MITSUBISHI,Galant,1997,Sedan,True,CNG,2.0,11111,4.0,Manual,Front,4,Left wheel,Green,4,False
18525,1568,1172.0,TOYOTA,Highlander,2011,Jeep,True,Hybrid,3.5,342622,6.0,Automatic,4x4,4,Left wheel,Black,12,False
18526,27284,640.0,BMW,328,2013,Sedan,True,Petrol,2.0,176000,4.0,Tiptronic,Rear,4,Left wheel,Black,8,True
18527,29793,584.0,MERCEDES-BENZ,C 180,2014,Sedan,True,Petrol,1.8,102400,4.0,Automatic,Rear,2,Left wheel,Red,12,True
18528,7527,1714.0,MERCEDES-BENZ,GLE 350,2017,Jeep,True,Petrol,3.5,55403,6.0,Automatic,Rear,4,Left wheel,Black,0,False
18529,16935,,BMW,X5,2004,Universal,True,Petrol,3.0,255000,6.0,Automatic,4x4,4,Left wheel,Silver,8,False
18530,8154,,OPEL,Astra,2002,Hatchback,False,Petrol,1.8,190000,4.0,Manual,Front,4,Left wheel,Silver,4,False
18531,157,1363.0,LEXUS,GX 460,2012,Jeep,True,Petrol,4.6,189704,8.0,Automatic,4x4,4,Left wheel,Grey,0,False
18532,47,1017.0,MERCEDES-BENZ,GLA 250,2017,Jeep,True,Petrol,2.0,43651,4.0,Automatic,Front,4,Left wheel,Silver,0,False
18533,22894,862.0,HYUNDAI,H1,2011,Minivan,True,Diesel,2.5,124444,4.0,Automatic,Front,4,Left wheel,Yellow,4,False
18534,19444,,TOYOTA,Prius,2013,Hatchback,True,Hybrid,1.8,91200,4.0,Automatic,Front,4,Left wheel,Blue,0,False
18535,1098,1051.0,KIA,Optima,2016,Sedan,True,Petrol,2.4,134598,4.0,Automatic,Front,4,Left wheel,Black,12,False
18536,9095,642.0,FORD,Focus,2012,Hatchback,False,Petrol,2.0,139200,4.0,Automatic,Front,4,Left wheel,Grey,10,False
18537,18660,765.0,FORD,Fusion TITANIUM,2015,Sedan,True,Petrol,2.0,111694,4.0,Automatic,Front,4,Left wheel,Pink,8,True
18538,18826,531.0,HYUNDAI,Elantra,2012,Sedan,True,Petrol,1.6,120334,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18539,1176,751.0,HYUNDAI,Sonata,2013,Sedan,True,Hybrid,2.4,216208,4.0,Automatic,Front,4,Left wheel,Blue,0,False
18540,18817,308.0,TOYOTA,Prius,2014,Hatchback,False,Hybrid,1.8,118856,4.0,Automatic,Front,4,Left wheel,White,0,False
18541,94,779.0,SUBARU,Forester,2013,Sedan,True,Petrol,2.5,74688,4.0,Automatic,4x4,4,Left wheel,Silver,0,False
18542,20385,645.0,TOYOTA,Prius V HIBRID,2011,Sedan,True,Hybrid,1.8,159000,4.0,Automatic,Front,4,Left wheel,Silver,12,False
18543,12544,3571.0,MERCEDES-BENZ,CLS 500,2006,Sedan,True,Petrol,5.0,125000,8.0,Tiptronic,Rear,4,Left wheel,Black,0,False
18544,6743,761.0,DAEWOO,Lacetti,2010,Sedan,True,Petrol,1.8,71479,4.0,Automatic,Front,4,Left wheel,Grey,4,False
18545,11967,503.0,TOYOTA,Aqua,2012,Hatchback,True,Petrol,1.5,175200,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18546,38762,784.0,HONDA,FIT,2017,Hatchback,True,Petrol,1.5,27428,4.0,Automatic,Front,4,Left wheel,Red,4,False
18547,42337,1327.0,TOYOTA,Camry SE,2018,Sedan,True,Petrol,2.5,30606,4.0,Automatic,Front,4,Left wheel,Blue,10,False
18548,18616,364.0,CHEVROLET,Orlando,2012,Jeep,True,Diesel,1.0,164745,4.0,Automatic,Front,4,Left wheel,Grey,4,False
18549,627,1624.0,TOYOTA,Highlander,2009,Sedan,True,Hybrid,3.5,297378,6.0,Automatic,4x4,4,Left wheel,Black,12,False
18550,6115,,VOLKSWAGEN,Jetta,2000,Sedan,False,LPG,2.0,33000,4.0,Manual,Front,4,Left wheel,Carnelian red,4,False
18551,38157,1017.0,HYUNDAI,Tucson,2017,Jeep,True,Diesel,2.0,80000,4.0,Automatic,Front,4,Left wheel,Grey,4,False
18552,14740,,MERCEDES-BENZ,E 270,2002,Sedan,True,Diesel,2.7,287000,5.0,Tiptronic,Rear,4,Left wheel,Silver,10,True
18553,12544,,TOYOTA,Prius,2008,Sedan,False,Hybrid,1.5,224000,4.0,Automatic,Front,4,Left wheel,Black,2,False
18554,18503,1586.0,NISSAN,X-Terra,2010,Jeep,False,Petrol,4.0,190000,6.0,Automatic,4x4,4,Left wheel,Grey,8,False
18555,1333,289.0,FORD,Escape,2008,Jeep,True,Hybrid,0.4,349288,4.0,Automatic,Front,4,Left wheel,Blue,0,False
18556,16935,,VOLKSWAGEN,Tiguan,2009,Jeep,False,Petrol,2.0,190000,4.0,Tiptronic,4x4,4,Left wheel,Silver,8,True
18557,14740,640.0,CHEVROLET,Malibu,2013,Sedan,True,Petrol,2.0,38194,4.0,Automatic,Front,4,Left wheel,Black,4,False
18558,941,1850.0,LEXUS,RX 400,2008,Jeep,True,Hybrid,3.5,364523,6.0,Automatic,4x4,4,Left wheel,Black,12,False
18560,11604,,VOLVO,XC90 2.5turbo,2006,Jeep,True,Petrol,2.5,170000,6.0,Tiptronic,Front,4,Left wheel,Silver,12,False
18562,3763,259.0,CHEVROLET,Volt,2014,Hatchback,True,Hybrid,1.4,138491,4.0,Automatic,Front,4,Left wheel,Black,0,False
18563,470,645.0,LEXUS,CT 200h,2011,Hatchback,True,Hybrid,1.8,32974,4.0,Automatic,Front,4,Left wheel,Silver,0,False
18565,10663,765.0,HYUNDAI,Sonata,2015,Sedan,True,LPG,2.0,280622,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18566,11604,,FORD,Transit,2002,Goods wagon,False,Diesel,2.4,111111,4.0,Manual,Rear,2,Left wheel,White,2,True
18567,20322,777.0,HYUNDAI,H1,2014,Minivan,True,Diesel,2.5,45433,4.0,Automatic,Front,4,Left wheel,Yellow,4,False
18568,11917,,MERCEDES-BENZ,CLK 320,2003,Sedan,True,Petrol,3.2,212000,6.0,Automatic,Rear,2,Left wheel,Pink,8,False
18569,157,1363.0,LEXUS,GX 460,2012,Jeep,True,Petrol,4.6,189704,8.0,Automatic,4x4,4,Left wheel,Grey,0,False
18570,3136,781.0,TOYOTA,Camry,2012,Sedan,True,Hybrid,2.5,159379,4.0,Automatic,Front,4,Left wheel,White,12,False
18571,2500,,MERCEDES-BENZ,C 200 2.0,2004,Universal,True,CNG,2.0,223644,4.0,Tiptronic,Front,4,Right-hand drive,White,4,False
18572,28589,639.0,HYUNDAI,Tucson,2014,Jeep,True,Diesel,2.0,103755,4.0,Automatic,Front,4,Left wheel,Black,4,False
18573,8154,,BMW,525,2002,Sedan,True,Petrol,2.5,230000,8.0,Tiptronic,Rear,4,Left wheel,Black,8,False
18574,15988,502.0,TOYOTA,Aqua,2013,Universal,True,Hybrid,1.5,44545,4.0,Automatic,Front,4,Left wheel,Grey,4,False
18575,6,,MERCEDES-BENZ,200,1997,Sedan,False,CNG,2.3,111111,4.0,Automatic,Rear,4,Left wheel,Brown,5,False
18576,15367,,HYUNDAI,Elantra,2010,Sedan,False,Petrol,1.8,230400,4.0,Tiptronic,Front,4,Left wheel,Purple,4,False
18577,3450,607.0,TOYOTA,Camry,2019,Sedan,True,Hybrid,2.5,9626,4.0,Automatic,Front,4,Left wheel,Black,12,False
18578,4391,308.0,TOYOTA,Prius,2014,Hatchback,True,Hybrid,1.8,151923,4.0,Automatic,Front,4,Left wheel,White,12,False
18579,5959,1171.0,JEEP,Cherokee,2015,Jeep,True,Petrol,3.2,79200,6.0,Automatic,Front,4,Left wheel,Black,12,False
18580,27654,707.0,HYUNDAI,Tucson,2011,Jeep,True,Diesel,2.0,142035,4.0,Automatic,Front,4,Left wheel,Black,4,False
18582,1254,836.0,HYUNDAI,Elantra,2010,Sedan,True,Petrol,2.0,291667,4.0,Automatic,Front,4,Left wheel,Black,12,False
18583,17405,738.0,CHEVROLET,Cruze,2017,Sedan,False,Petrol,1.4,44800,4.0,Automatic,Front,4,Left wheel,Silver,12,True
18584,18189,,TOYOTA,Prius,2011,Hatchback,False,Hybrid,1.8,81000,6.0,Automatic,Front,4,Left wheel,Silver,8,False
18585,5175,1277.0,JEEP,Renegade,2018,Sedan,True,Petrol,2.4,80285,4.0,Automatic,Front,4,Left wheel,Blue,12,False
18586,38445,891.0,HYUNDAI,Tucson,2016,Jeep,True,Diesel,2.0,92487,4.0,Automatic,Front,4,Left wheel,White,4,False
18587,862,1399.0,MERCEDES-BENZ,E 350,2010,Sedan,True,Diesel,3.5,239224,6.0,Automatic,4x4,4,Left wheel,Black,12,False
18588,14834,687.0,HYUNDAI,Elantra,2010,Sedan,True,Petrol,1.6,101387,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18589,12544,,BMW,530,2006,Sedan,True,Petrol,3.0,264000,6.0,Tiptronic,Rear,4,Left wheel,Black,10,False
18590,13328,,FORD,Focus SEL,2011,Sedan,False,Petrol,2.0,139200,4.0,Automatic,Front,4,Left wheel,Red,8,False
18591,706,503.0,HONDA,FIT,2012,Jeep,True,Petrol,1.5,277856,4.0,Automatic,Front,4,Left wheel,White,0,False
18592,13172,,VOLKSWAGEN,CC,2010,Sedan,True,Petrol,2.0,0,4.0,Tiptronic,Rear,4,Left wheel,White,4,False
18593,43655,1249.0,HYUNDAI,H1,2017,Universal,True,Diesel,2.5,96117,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18595,1019,917.0,BMW,X5,2013,Jeep,True,Diesel,3.0,137802,6.0,Automatic,4x4,4,Left wheel,Black,0,False
18596,15245,707.0,HYUNDAI,Genesis,2011,Coupe,True,Petrol,2.0,117492,4.0,Automatic,Front,4,Left wheel,Grey,4,False
18597,29420,640.0,HYUNDAI,Santa FE,2013,Jeep,True,Diesel,2.0,188000,4.0,Automatic,Front,4,Left wheel,Grey,4,False
18599,32929,1018.0,BMW,X5 35d,2011,Jeep,True,Diesel,3.0,145000,6.0,Tiptronic,4x4,4,Left wheel,Black,12,True
18600,18211,642.0,HYUNDAI,Sonata,2012,Sedan,True,LPG,2.0,150000,4.0,Automatic,Front,4,Left wheel,Black,4,False
18601,42880,749.0,HONDA,Civic,2014,Coupe,True,Petrol,2.4,83984,4.0,Automatic,Front,4,Left wheel,Red,4,False
18602,31047,1820.0,TOYOTA,Tacoma,2019,Sedan,True,Petrol,3.5,17542,6.0,Automatic,Rear,4,Left wheel,Silver,12,False
18603,14113,,TOYOTA,RAV 4,2005,Jeep,False,Petrol,2.0,125000,4.0,Automatic,4x4,4,Right-hand drive,White,6,False
18604,2038,1058.0,TOYOTA,Camry,2012,Sedan,True,Petrol,3.5,159221,6.0,Automatic,Front,4,Left wheel,White,12,False
18605,13589,639.0,CHEVROLET,Cruze,2014,Sedan,True,Diesel,2.0,167691,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18606,27654,639.0,SSANGYONG,Korando,2014,Jeep,True,Diesel,2.0,105821,4.0,Automatic,Front,4,Left wheel,Grey,4,False
18608,15681,1811.0,LEXUS,GX 460,2010,Jeep,True,Petrol,4.6,275240,8.0,Automatic,4x4,4,Left wheel,Silver,0,False
18609,10036,531.0,FORD,Fiesta,2012,Hatchback,False,Petrol,1.6,107200,4.0,Automatic,Front,4,Left wheel,Black,12,False
18610,39201,397.0,LEXUS,CT 200h,2016,Hatchback,True,Hybrid,1.8,15000,4.0,Automatic,Front,4,Left wheel,Black,0,False
18611,17249,1202.0,HYUNDAI,Sonata,2017,Sedan,False,Petrol,2.4,0,4.0,Automatic,Front,4,Left wheel,Grey,0,False
18612,18817,,TOYOTA,Prius,2010,Sedan,False,Hybrid,1.8,183300,4.0,Automatic,Front,4,Left wheel,Blue,6,False
18613,470,1172.0,TOYOTA,Sienna,2011,Minivan,True,Petrol,3.5,347667,6.0,Automatic,Front,4,Left wheel,Black,12,False
18614,39750,917.0,JEEP,Grand Cherokee,2013,Sedan,True,Diesel,3.0,205989,4.0,Automatic,Front,4,Left wheel,Grey,4,False
18615,23521,1083.0,FORD,Mustang,2013,Coupe,False,Petrol,3.6,156192,6.0,Manual,Rear,2,Left wheel,Blue,12,False
18618,20450,781.0,VOLKSWAGEN,Passat,2012,Sedan,True,Petrol,2.5,81115,4.0,Tiptronic,Front,4,Left wheel,Black,12,False
18619,11287,528.0,HYUNDAI,Accent,2014,Hatchback,True,Diesel,1.6,38624,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18621,188,645.0,TOYOTA,Prius,2011,Hatchback,True,Hybrid,1.8,197328,4.0,Automatic,Front,4,Left wheel,White,12,False
18622,31744,730.0,SSANGYONG,Actyon,2016,Jeep,True,Petrol,1.6,121025,4.0,Automatic,Front,4,Left wheel,Blue,4,False
18623,43868,730.0,SSANGYONG,Actyon,2016,Jeep,True,Petrol,1.6,26000,4.0,Automatic,Front,4,Left wheel,Blue,4,False
18624,26030,259.0,CHEVROLET,Volt,2014,Hatchback,False,Plug-in Hybrid,1.4,70400,4.0,Automatic,Front,4,Left wheel,White,8,False
